DISTRICT_NAME|CUSTOMER_ID|SECTOR_NAME|INDUSTRY_NAME|GENDER|NATIONALITY|MARITAL_STATUS|EDU_BG|PLACE_BIRTH|SUB_CITY|TOWN_COUNTRY|OCCUPATION|CUS_SALRG|NET_MONTHLY_OUT|NO_ACCT_TYPE|NO_ACCOUNTS|CUST_DATE|CHANNEL|MB_DATE|KPI_STATUS|CARD_USER|AVG_BAL|AVG_NO_TXN_FT|AVG_NO_TXN_TT_CR|AVG_NO_TXN_TT_DB|LAST_VISIT_DATE
BAHIRDAR DISTRICT|gAAAAABnTu6KlKMcFkzpjnhGvfK0z2_a4qqsUiuzZezIv6fkGx__2hkNaj_WGOc5AlApDF-_K0Yi-BUWck6dSPJUkRoe9eIRog==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|DM|E/GOJJAM|DM|SELF EMLOYED||NOTAVALIABLEYR0 |1|1|5/30/2022|USSD|4/27/2024|INACTIVE|1|2872.86166666667|0.0833333333333333|0.333333333333333|1.66666666666667|7/25/2024
MEKELLE DISTRICT|gAAAAABnTu6KtaSTGRtt0gCnycqojPXAWGQUTpdcRYy3S7lfzVV2JTCkImwOQBDyvlWQ8g47DNGFQARaMmzd97kUNaL6AytJ0Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|WELKAYT|SETIT HUMERA|DANSHA|SELF EMPLOYEES||NOTAVALIABLEYR0 |1|1|11/16/2021|USSD|10/24/2024|INACTIVE|1|1107.13916666667|0.333333333333333|1.0|1.75|11/21/2024
DESSIE DISTRICT|gAAAAABnTu6KvKoLjq_1p-0ERYpbCdvECeRliV9tdtgIYECRdnJyQiDasO9_3p6iAB0XJO8XIzihnEpozE8fu3c5xuVlZJwh2A==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|<12|DEBRESINA|NORTH SHEWA|DEBRESINA|MERCHANT|1000-10000|NOTAVALIABLEYR0|1|1|5/25/2021|USSD|4/2/2024|ACTIVE|1|26403.9916666667|2.5|1.33333333333333|0.333333333333333|11/19/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KrRJk_Eb2XgXuc5udjMF8DrV76gEmqwYoZ9Qu55OYL4IC-5-JKfdZu_pswSdnUjaxiEFFX3jaEvhAr4RFG1mFHQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|08|MM|MOLALE|STUDENT||NOTAVALIABLEYR0 |2|4|1/12/2021|USSD|9/9/2023|INACTIVE|1|1919.32333333333|0.0833333333333333|0.0833333333333333|0.583333333333333|8/6/2024
WEST ADDIS DISTRICT|gAAAAABnTu6KFAdbP5ro2HYUp7v1D1pRmNXh6_fj79Cg34OV9kOLAJ-wKtRUZ3K6OyzHYK-C0o5Jm3e7Gq1QceQgEex5ery2PQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|SEBETA|SHEGER CITY|SHEGER CITY|SELF EMPLOYED||3200.00YR38400|1|2|10/19/2020|USSD|4/3/2024|ACTIVE|1|1375.41666666667|5.16666666666667|0.25|0.166666666666667|11/7/2024
MEKELLE DISTRICT|gAAAAABnTu6K5PbgGHRTHYMatxmOKAN6_ZNhCI8NU6ZOwvWUij0BvOsBak0rPPbp-3qD5WAEbUBJVQDUF6ybqPmWyniOzalWZw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED||ADWA|NW|SHIRE|MERCHANT|||2|3|3/19/2021|USSD|9/2/2023|ACTIVE|1|3644.23416666667|22.5|0.583333333333333|0.25|11/20/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6KNCWqzbatgtsnAxJWo4Oo5QfV7H18MC45ra65xn8DHt1OqBumtHOV5TsGNOxsPX-y0TBUl7knB4yIXsWmtKQdUg==|INDIVIDUAL|INDIVIDUAL|MALE|ER|SINGLE|>= 12|ERITREA|NSL|AA|EMPLOYED|47001-60000|5000.00YR60000|1|1|7/3/2024|USSD|7/3/2024|ACTIVE|1||4.33333333333333|0.0833333333333333|2.33333333333333|11/20/2024
HAWASA DISTRICT|gAAAAABnTu6K1ZGQODCCHV3pS94Vxzj2xZdEoXKobssM1Nit6sotgUdgSKXua6yJOsVSvrqoZ_jhqKRKrRchb27mnmTECXMVBA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|<12|YABELO|BORANA|YABELO|Private|1000-10000|NOTAVALIABLE YR 0|2|2|1/11/2023|USSD|8/30/2023|INACTIVE|0|640.126666666667||0.166666666666667|0.583333333333333|8/3/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KVAfKDjzhEsAU2G08zRzAA-6dkvUmur10dUELT9BSj5CowgEOp_kKimeGjkHUJSILhhXkmOyJupGnVeQd5iTyFQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|AA|YEKA|AA|Private||NOTAVALIABLEYR0 |1|2|2/12/2022|USSD|9/13/2024|INACTIVE|1|224.5625|1.33333333333333|0.25|1.91666666666667|9/13/2024
MEKELLE DISTRICT|gAAAAABnTu6K_48hPJd2xYddG_uCD9r9HVJH3GbGtOwzGJzA866cAPTkXFaleMNB4m9CIwAro4URJluUb0D4-4xHirOVD1suPw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|ADWA|NORTHERN EST TIGRAI|A/MEHAMEDAY|Government|1000-10000|NOTAVALIABLEYR0 |1|1|3/10/2023|USSD|12/30/2023|INACTIVE|1|6257.72916666667|0.583333333333333|1.16666666666667|0.583333333333333|6/19/2024
WEST ADDIS DISTRICT|gAAAAABnTu6Knz-pTAR4v_YPJA3n3iayhjwh2h8LjraunHWflsjrnhMHTPnfPX9IJTiD_OWlibpFOISQwMK_vrarJZjRcdovXQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|A.A|ARADA|A.A|SELFB EMPLOYED|1000-10000|5000.00YR60000|3|3|2/12/2020|USSD|2/19/2020|INACTIVE|1|164437.316666667|7.66666666666667|0.5|2.75|10/2/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KWrtPsJ5STcWfMC7jcjT7CQTtvBlvyHvcYirVdhRjXj96_aFSjf8bWnfa8MvjU8NVrI7RGI5gwJzdRDnSJ3anLw==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|AA|LEMIKURA|AA|PRIVET|1000-10000|2000.00YR24000|4|4|5/11/2020|USSD|8/14/2023|ACTIVE|1|14223.945|7.91666666666667|0.416666666666667|0.666666666666667|11/18/2024
DESSIE DISTRICT|gAAAAABnTu6KAwTzPGYJcFcHFSCvOkvAHIX-qmaDoXDLZOLBAEg6zuHpFdcGxVzFwJm8Ctr2h-QyVzD6NjsqVZMISgD_91yO-w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|SHEWAROBIT|NORTH SHEWA|SHEWAROBIT|TRADE|1000-10000|NOTAVALIABLEYR0 |1|1|3/30/2020|USSD|3/29/2024|ACTIVE|1|23411.35|2.75|0.583333333333333|1.08333333333333|11/13/2024
DESSIE DISTRICT|gAAAAABnTu6KHd7jcEgut0XtDvfRwxwRY_4vD_kmUiF0ox1gpUlb34ET2Zfar0rsQcRUOVoUc2wuvyOPMAcxc3vdRgpXMahyVA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|GERADO|S/WOLLO|GERADO|PRIVATE|1000-10000|1500.00YR18000|1|1|7/3/2023|USSD|7/29/2023|INACTIVE|1|2100.0|0.0833333333333333|0.25|0.0833333333333333|10/21/2024
DESSIE DISTRICT|gAAAAABnTu6KqwE6GzoOo5vuUpYwwb1_48kTasKHJJ9Ga37Gg2ryReN0nVzJZQXLM_1H_eFdKXqwTwnvF4M0lN7utMSv16OUmA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>=12|KEBEROMEDA|N/WOLLO|WOLDIA|UNEMPLOYED|1000-10000|1000.00YR12000|1|1|5/25/2024|USSD|10/25/2024|INACTIVE|1|200.545833333333|0.583333333333333|0.25|0.166666666666667|10/26/2024
MEKELLE DISTRICT|gAAAAABnTu6KiyDSvHNHWGC-OR2JQk7mFmAXdySL3esyMU-YNFSrZ1nmIykicCh5J3BhJpXYRxoW_S0N2S2eYlH8Xyrrrrn8Kg==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|<12|AXUM|CENTERAL|AXUM|Private||NOTAVALIABLEYR0 |1|1|12/29/2022|USSD|9/23/2023|ACTIVE|1|21929.9933333333|12.5833333333333|0.666666666666667|0.0833333333333333|11/18/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6Ke0nODYfsLViYBX50ozkF6aSM78vyIlkjxkLYOa9xT0y52KJLXcMgTHxqf-Z5I-_E2q93__57WnbInbdpz3fejw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|OROMIA|SHEWA|OROMIA|SELF EMPLOYED|1000-10000|5000YR60000 |2|2|10/18/2022|USSD|6/6/2023|INACTIVE|1|19532.0591666667|14.5833333333333|0.0833333333333333|2.58333333333333|10/26/2024
HAWASA DISTRICT|gAAAAABnTu6K-BIPHmMk9X_1Tle6QHwJ0AP7OC-nRyyVhxtmu_rpxQ6v6LtI-Fwi0zbEdLSkgJwhqyfDP3XbO7QdcFrrvVWSKw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|A/MINCH|GAMO|A/MINCH|PRIVET||NOTAVALIABLEYR0 |1|1|3/12/2022|USSD|7/9/2024|ACTIVE|1|3438.58|12.0833333333333|0.416666666666667|0.583333333333333|11/21/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6K2yEY4ASma4hFLoG9v3fG4TVzgTjNZ8TLcJm_N6jlITllfy9lFZTn7SBhjPaUGVNIAB3CnGH8CRPwWmVBv9s86w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|MISRAK SHEWA|GULELE|ADDIS ABABA|PRIVATE||NOTAVALIABLE YR 0|3|4|11/10/2016|USSD|3/5/2024|INACTIVE|1|1636.78|2.5|0.166666666666667|0.75|10/9/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KwufAGDfkEKvHQ8Yt4Tj_prrr24isjWHkbWQiJmI2KQD8KiQ7gjt0WA_Rgr9I07Cd6BII-LYm28tQIqgyw3NEDg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|<12|ADDIS ZEMEN|S/GONDAR|ADDIS ZEMEN|MERCHANT||20000 YR 240000 |1|1|5/21/2019|USSD|1/15/2024|ACTIVE|1|3437.06833333333|15.25|1.75|1.33333333333333|11/14/2024
MEKELLE DISTRICT|gAAAAABnTu6K3uqyo3ktlRIGP5YJuqFC7Lz4XiuyCAS_zSwbUEthQtRluIiC9U7MQWXoQITv6It2dzgFZHemjcuDU0l-Lj77rA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|ALAMATA|ADIHAKI|MEKELLE|Private||NOTAVALIABLEYR0 |2|2|3/9/2023|USSD|7/19/2023|ACTIVE|1|5125.8|20.5|0.166666666666667|0.916666666666667|11/15/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KCa7JUdYfEIe00c-OpH7lR3jYxvk58300vrlfHuy03EQVGMBndGx5_VhuuOG9XPPZPemW7B26EPhEhysJrYDpGQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|AA|BOLE|AA|PRIVATE|10001-20000|13000YR156000 |2|4|7/1/2021|USSD|7/21/2023|INACTIVE|1|8084.01333333333|17.0833333333333|0.0833333333333333|3.41666666666667|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KLgcwO7UOjXZp2LIvhTlAdhm-JTtkeSx_5gbFQO9T0eZ2KNhEU-KuRwBSeXOw0DkR9bnE4X-KBP9WAzRNcJnLvg==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|Illiterate|GELAN ARABSA|BOLE|AA|PRIVATE|1000-10000|1000.00YR12000|2|2|5/26/2021|USSD|4/11/2024|ACTIVE|1|22443.6775|12.5|0.5|1.25|11/14/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6KVaw1xsJCM6xO3W5FNGWjlsEM-HMX6x30pgOpU4TzpRmZMPP4AGijpeblZHFBa-YRGyEm4o1fn-wYJHCaNyXOeA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|ADDIS ABABA|NSL|AA|SELF||1000YR12000 |1|1|5/7/2020|USSD|5/11/2020|INACTIVE|0|173.394166666667||||4/5/2021
WEST ADDIS DISTRICT|gAAAAABnTu6KNnSZoFnhm2QixU6r1Ja3YVH3ViSzb9Hfz0cUYcD6b8QOUGt1yKUutA9hrsEpcEMANC6UucbgxsqiEFxdfSoiqw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Diploma|AA|NSL|AA|Private|1000-10000|7000.00YR84000|2|3|4/4/2024|USSD|6/19/2024|INACTIVE|1|1695.65666666667|5.75|0.166666666666667|4.75|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KKwP_g9q9FETOf3xwMXBCi4Ak0EcHNZXx-GmY6evOCsj0ksv4zFkTvUmZRYCpEk1teQZIez1yS1FSQOaLxiRH2Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Degree|AA|GULELE|AA|SELF EMPLOYED|1000-10000|5000.00YR60000|3|5|11/9/2020|USSD|2/24/2024|ACTIVE|1|1998.25333333333|1.58333333333333|0.166666666666667|1.16666666666667|8/12/2024
EAST ADDIS DISTRICT|gAAAAABnTu6K9h-ch_hOXx6o16H21Ys8eQqEbMZB_ur6ov2XIrOVI0xUfyysvQyTR5CcF0OUbDfRX6J6Es_X-D7Tbm1N0rK2lw==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|<12|AA|YEKA|AA|SELF EMPLOYEDS||NOTAVALIABLEYR0 |2|2|9/19/2022|USSD|12/26/2023|ACTIVE|1|11531.5225|3.58333333333333|0.416666666666667|0.0833333333333333|11/15/2024
HAWASA DISTRICT|gAAAAABnTu6Kw4FBBKxwtQe3T5m2PSIoI462U3EJ5p3MP0aEpqYhlwVL8vMdlXbtXpLN2DIy6YJtVE3PmDz8McBWYTl0rKcMJA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|HOSSAENA|HADIYA|HOSSAENA|SELF EMPLYED||NOTAVALIABLEYR0 |1|1|12/15/2020|USSD|9/18/2024|ACTIVE|1|380.3925|2.41666666666667|0.416666666666667|0.916666666666667|11/13/2024
BAHIRDAR DISTRICT|gAAAAABnTu6Kr3YbsWt2DCVi15qEWirvTlSgLegpt-i4UvzALQ3-uGI4J6nwX7UNDaB6Hbky8EaIlJhtup6QFsEVXK13OfbO9g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|SEDIE|EG|B/DAR|EMPIOYED||3000YR36000 |1|1|3/6/2023|USSD|6/27/2024|ACTIVE|0|688.759166666667|3.08333333333333|0.5|3.16666666666667|11/21/2024
HAWASA DISTRICT|gAAAAABnTu6KPZgSI-Yxj7jo32QJiql82gjYCadH6o-W5pSrZIgSVkmTeQCti6C9p3DLK0exdVKfENGB4gksgBgCI9vUHhermw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|BULKI|GOFA|BULKI|Private||NOTAVALIABLEYR0|1|1|1/23/2023|USSD|8/16/2023|INACTIVE|0|145283.333333333|0.333333333333333|0.333333333333333|0.166666666666667|8/26/2024
MEKELLE DISTRICT|gAAAAABnTu6KX4mkSd3Rui51SwslCAul1s5MujNkgrGz6Fc2YUJMvKpJ80mV9zwWBa1fcQ5MRa3aXmHXfrOpT3HJzUfNALmTmA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|SHAKISO|GUJI|SHAKISO|SELF EMPLOYED||3000.00YR36000|1|1|11/17/2015|USSD|6/20/2023|INACTIVE|1|39906.8708333333|3.75|0.833333333333333|0.416666666666667|11/14/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KTbUUdjw6r74QFp4sy4MJcJZLftiJGOkdx10LZXb0rKd-kSjWT1N4Pi0PmpQtNjsnWXDq1cMJqLW4LPW2j-P1zQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|AA|WELISO|WESTERN SHEWA|PRIVATE|1000-10000|NOTAVALIABLEYR0 |3|6|6/8/2017|USSD|12/14/2023|ACTIVE|1|7493.13833333333|16.8333333333333|0.0833333333333333|0.25|11/18/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6KPG4hhDxrGEsKJmhUXpEq5zdI5EM4WCg-kocb1aOcxmlY5do0v-kBg0U3ZK4M3c2yub4HdEHiHhlW3IjgAsLUkg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|AA|AKAKI|AA|PRIVATE||NOTAVALIABLEYR0|2|2|8/25/2023|USSD|10/9/2023|INACTIVE|1|18048.5733333333|5.5|0.416666666666667|0.416666666666667|11/18/2024
WEST ADDIS DISTRICT|gAAAAABnTu6KAJi7Hyx3no4ykqSiG4_5pVk9XAUvNrqUa_whtmiB8HytZg2MfRdLVu41yQz7iz4ML8zOT4IPmuIfnOB1eXi9UQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|GURAGE|ADDIS K K W 06|ETH AA|Private||NOTAVALIABLEYR0 |2|2|9/20/2018|USSD|10/11/2018|INACTIVE|1|3048.25333333333|2.58333333333333|0.0833333333333333|0.0833333333333333|11/17/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6K3jcoeko9Vjpiarox380zMT0lbmPtlLjnAb8g_BkWmVSOGN8dMbOc6dNZW5TBMpicBBlhWn5HP0x5r5P0YK9HGQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|W/GOJJAM|N/S/L|ADDIS ABABA|PRIVATE|1000-10000|3100YR37200 |3|3|2/11/2020|USSD|4/1/2024|ACTIVE|1|26609.8683333333|1.75|1.83333333333333|0.416666666666667|11/14/2024
JIMMA DISTRICT|gAAAAABnTu6KTVo4tiiO44cMB_EcZ_gphO2N_BEuoy8zw32R-bVQ67yVPJNhAz9VCa09mGuaBHtMpS_DBgXCR8ISN5WvHEpaBg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|ET|AGNWA|DIMA|PVT||NOTAVALIABLEYR0 |2|2|9/13/2021|USSD|10/25/2023|ACTIVE|1|5843.29|4.08333333333333|0.333333333333333|0.0833333333333333|10/3/2024
EAST ADDIS DISTRICT|gAAAAABnTu6K8G1MVnlQuZOBcICtcgFksN0HZENQ5nE4530HnxY4eo4cw741xk0y_g2B2G3I_Wl-5kGaOQdUMjfA_AM8SEBlUw==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|<12|DILLA|DILLA|DILLA|Private||NOTAVALIABLEYR0 |3|3|11/8/2022|USSD|7/27/2023|ACTIVE|1|132275.9525|0.916666666666667|1.08333333333333|0.916666666666667|11/13/2024
WEST ADDIS DISTRICT|gAAAAABnTu6KbnMiNg6uWjg73sfKH4H9c5cpup-tSvhXIZhuceAnnBQhEdQ6NkxeFSXNQUdgFSexCtbmtsF4BxPonTUHl9Gk_Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|S/GONDAR|K/KERANIYO|A.A|DRIVER|1000-10000|10000.00YR120000|2|3|7/28/2020|USSD|3/11/2024|ACTIVE|1|8992.91916666667|8.91666666666667|0.833333333333333|2.25|10/1/2024
WEST ADDIS DISTRICT|gAAAAABnTu6KmoUulSzC3OQZTC_4A50cjXO3y5qi4si4w2O5k3QsO0vJ_7OGt5KbkYdDw2krri3bzmJGtohymP1WWHsHHmfJyQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|>= 12|WOLKITE|GURAGHE|WELKITE|SELF EMPLOYED|1000-10000|10000.00YR120000|1|3|9/16/2021|USSD|10/24/2023|INACTIVE|1|26854.1666666667|0.333333333333333|3.16666666666667|4.91666666666667|11/5/2024
HAWASA DISTRICT|gAAAAABnTu6KjeWOyTgnfPHk51dGADHFTIcpUJ3UNcdyFD9I5tj6GRT6LaxRmWGg93rQ9qDTHyzeD37N3ETLX1dP5f4QCSIvUw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|DILLA|GEDEO|DILLA|SELF||NOTAVALIABLE YR 0|2|3|11/9/2020|USSD|7/1/2024|INACTIVE|1|188.138333333333|8.41666666666667|0.583333333333333|0.25|10/19/2024
WEST ADDIS DISTRICT|gAAAAABnTu6K2RC6wPv30uGMWzJDrHUTk3pVY58yBIoqsMJkgRrBVtIxvYeNcD6iN5Vkrnz8Hfj4pvxJlMiin6DMR62kCXWRGA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|HOLETA|WELMERA|HOLETA|SELF||NOTAVALIABLEYR0 |2|2|12/25/2021|USSD|11/24/2023|INACTIVE|1|63962.1983333333|0.916666666666667|0.0833333333333333|0.416666666666667|9/19/2024
WEST ADDIS DISTRICT|gAAAAABnTu6K6PPiVyA4EnGlxgFSodvOVmaHe2DWbEoPnKOzhcbaRbdqim0osxWfzACteJ7RX24fLyD3H0AuHLgAXpG9sM7NdA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|A.A|BOLE|A.A|STUDENT||NOTAVALIABLEYR0|2|2|10/16/2019|USSD|10/18/2019|INACTIVE|1|10006.9825|12.0|0.166666666666667|0.583333333333333|11/19/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KuTJ8UtY4djSIFiB3G4vkgEfQ3Gt1onvyU1CHlV-8fos0Sk5KK3tMOVwLiOuUuqU2Dsgf_BxQaYjmMrWyCA3NDg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Degree|AA|YEKA|AA|Private|1000-10000|6500YR78000 |2|3|2/7/2022|USSD|5/31/2024|ACTIVE|0|16050.6866666667|0.416666666666667|0.0833333333333333|0.5|10/29/2024
JIMMA DISTRICT|gAAAAABnTu6KctznYjPlPq6Xk6YP1jl0GCIU7eykCB6tq3y_7i_K13-4BF2wWxAG59LgIjeC2IEbrM0orFiRcD0i5pdJXK7aWg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|METI|GODERE|METI |PVT|1000-10000|6000YR72000 |1|1|8/11/2020|USSD|11/5/2024|INACTIVE|1|702.601666666667|1.0|0.416666666666667|0.666666666666667|11/16/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KXGYioYA--syOm5mTngE0iGs3beVA-PWZkRUlQE37BM51t3A9TVlaHdHYsnQuVN-Etf0kc4H1p56TSLHJPJIj0w==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|DEBRE BIRHAN|BOLE|AA|SELF EMPLOYED|1000-10000|NOTAVALIABLEYR0 |3|3|12/17/2019|USSD|4/28/2020|INACTIVE|1|13088.6083333333|0.166666666666667|0.0833333333333333|0.0833333333333333|4/17/2024
DIRE DEWA DISTRICT|gAAAAABnTu6KvlRRm9BOrPF0Ob6d-cP1-V5DgzpKZcRSt_OLKToGN46GVwU2eyrqWuUls_UY3GXgdiTAwtnqrDnFCl50jngK7Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|HARAR|HARAR|HARAR|PERSONAL||NOTAVALIABLEYR0 |2|2|8/20/2022|USSD|11/9/2024|ACTIVE|1|350.640833333333|3.91666666666667|0.333333333333333|0.75|11/21/2024
ADAMA DISTRICT|gAAAAABnTu6KW8tCnun5vL6KiWv4tDPdDxWL2yUcOdQAVfsU8n3JjpMjJ0vYnYt42aEiWtseKwvYT6ujGIEMlv_CB_6xV_UnZA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|Illiterate|ARSI|EAST SHEWA|ADAMA|SELF EMPLOYED||NOTAVALIABLEYR0|2|2|4/7/2023|USSD|9/1/2023|INACTIVE|1|39968.2375|5.75|0.166666666666667|4.66666666666667|11/13/2024
WEST ADDIS DISTRICT|gAAAAABnTu6KjZHIswhA4Z7GLd67_7sLHwinIiWVWng5SdKvo53fVBOzI8-VBS4jI2lmXu2ijmjyc5ux0EXJ8atAb8ZIw9aj7A==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|AA|NSL|AA|Private||NOTAVALIABLEYR0 |1|1|11/21/2022|USSD|1/22/2024|ACTIVE|1|10271.1375|7.08333333333333|3.41666666666667|1.08333333333333|11/18/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KhtyV58TB50E8mBPZAGCzm4vNtYqbb-CYPeCjTKVX1pk884Sm7qGUhsjo24VDGNA2LHxFqaTjE6k3hGU6U-5YGg==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|<12|A.A|BOLE|A.A|PRIVATE|10001-20000|11000YR132000 |1|1|3/12/2022|USSD|4/12/2024|INACTIVE|1|26190.9133333333|0.916666666666667|0.166666666666667|0.25|6/1/2024
WEST ADDIS DISTRICT|gAAAAABnTu6Kpks0UMwMgCeICHWsKVd7gz1XkzSZl4xlMMYFLWsbF-YFpQsRRngsQkI4Cw-Kpxx1XLCrSfPkNkAKWic7NZ5rJw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|SHASHEMENE|SHASHEMENE|SHASHEMENE|PVT||NOTAVALIABLEYR0|1|1|7/22/2023|USSD|12/7/2023|INACTIVE|1|112.234166666667|0.75|0.166666666666667|0.0833333333333333|4/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KOIzFwA83iwU58jQge6-Snq3sH_iYCX3eCkj1Dh4n33MQ2N4-bQ6_bK-XWWLWgiAes8DeyUCKS0S8QrGcVUac2g==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|Illiterate|SELADINGAY|NORTH SHOA|SELADINGAY|AGRICULTURE||1000.00YR12000|1|1|9/18/2023|USSD|9/23/2023|INACTIVE|0|42.7858333333333||||9/23/2023
WEST ADDIS DISTRICT|gAAAAABnTu6KtbTrEuHq33ypw3yRoFcCMyY79Oh0nJtniBplMX2HNbo_OYr50USd3TaNcxBOqfIB1AtWnNQHOEgOietsP-f0yA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|ASHENBA|SILTE|SILTE|SELF EMPLOYED||5000.00YR60000|2|3|8/4/2022|USSD|12/4/2023|ACTIVE|1|23677.3333333333|2.25|0.0833333333333333|1.66666666666667|9/14/2024
DESSIE DISTRICT|gAAAAABnTu6K1HoiLkINoouzbzeODlP8K6qW5XUfzzM7KT7yAZbGaX-j1Rp8yoQUawwQGvYCq9lMEU2W5sQMnVftS1dwtZ5gNw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|01 LIGUAMA|S/WOLLO|LIGUAMA|NOT AVAILABLE||NOTAVALIABLEYR0|1|1|4/17/2023|USSD|11/4/2024|INACTIVE|1|1600.0|0.666666666666667|0.0833333333333333|0.583333333333333|11/20/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6Ku8dKrbGa9ZCBAbkQa3yIbIf74dDQxwQPko-MxaOzahT0XD3S2NNhYIgF1vvZEWjCSbrQQG5rbQT4ZH3PdbGuIQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ER|DIVORCED|>= 12|ASMERA|NSL|AA|PRAIVET|1000-10000|2500YR30000|2|3|1/18/2021|USSD|12/18/2023|INACTIVE|1|3581.5425|3.16666666666667|0.166666666666667|4.66666666666667|11/18/2024
