DISTRICT_NAME|CUSTOMER_ID|SECTOR_NAME|INDUSTRY_NAME|GENDER|NATIONALITY|MARITAL_STATUS|EDU_BG|PLACE_BIRTH|SUB_CITY|TOWN_COUNTRY|OCCUPATION|CUS_SALRG|NET_MONTHLY_OUT|NO_ACCT_TYPE|NO_ACCOUNTS|CUST_DATE|CHANNEL|MB_DATE|KPI_STATUS|CARD_USER|AVG_BAL|AVG_NO_TXN_FT|AVG_NO_TXN_TT_CR|AVG_NO_TXN_TT_DB|LAST_VISIT_DATE
JIMMA DISTRICT|gAAAAABnTu6J3j-GMcf57xx4FSz4CuQ3pH1kMVZCu7W9T7CA24LV2fk1hpSwdX7zb4bjp-fbgRGcA3l81A3YWcdoBtqs9FQjJw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>=12|LIMU|JIMMA|JIMMA|private||2000.00YR24000|1|1|9/20/2023|USSD|11/1/2024|ACTIVE|1|1080.5|0.583333333333333|1.33333333333333|2.5|11/19/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JxV8VoeXjKMktm9TgF91jhQ0GoiIbF4uTwwKGeac4jJkT_dJDlN_PojU9b9cTU3nXqxkpte1VmFcPwpMdku0uNQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|WOGERE|N/SHOA|AM|STUDENT||NOTAVALIABLEYR0|1|1|1/16/2021|USSD|5/9/2024|ACTIVE|1|78.8433333333333|0.416666666666667|0.25|0.5|6/1/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JB_gyzrVp7qH1Q_Wq8TWCi3kt3n_a-wgxxGsMO-eCqxZAjqMF_1e3wNqXOxqqxpu_w8XiuxTeXUomMbLZjFeYbQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|CHIRO|W/HARARGIE|CHIRO|Private||NOTAVALIABLEYR0 |1|1|11/12/2022|USSD|5/29/2023|INACTIVE|1|66.845|3.58333333333333|0.333333333333333|0.416666666666667|3/16/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6JdoF69n18awqBSEOW5ikTtrC1t62hlNDepSJMu3W2tr6ltk-kdD6Is3ziVxn6gVw5s41hDuYL7WrrwlWbH1u52Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|AMHARA|NSL|AA|Not Available||NOTAVALIABLEYR0|1|2|7/26/2022|USSD|6/4/2024|INACTIVE|1|591.9925|1.16666666666667|0.916666666666667|0.416666666666667|11/20/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JwkZPTWsUxm3hB3jA3o-5tpqjCd9PkWDHi0S_25wehCLSdi3fIk4im4wksJXfxQX-0hsPSVaF0wNR-cebim67lg==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|Degree|ADDIS ABABA|LIDETA|ADDIS ABABA|EMPOLEED|1000-10000|5000YR60000 |2|3|1/25/2022|USSD|8/1/2024|ACTIVE|1|2658.395|0.333333333333333|0.0833333333333333|0.833333333333333|8/7/2024
EAST ADDIS DISTRICT|gAAAAABnTu6J-Ox0U0AYrGXJIVEdHDiagUC1FTYTAkZ6AEsE6mq6czrkQOqG1C-XGDaZffXJPcWqCudvzKkk9myb6zo3F1p9vA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|MIDA|N/SHOA|MIDA |MERCHANT||NOTAVALIABLEYR0|2|2|8/22/2020|USSD|8/17/2023|INACTIVE|1|620.090833333333|0.5|0.416666666666667|0.583333333333333|9/18/2024
MEKELLE DISTRICT|gAAAAABnTu6JCSInPE6tonAqqmqS3ukYKCsVYrOXIL_4uN9ZQYAGKpPF11DzLBur1ITPNf7_dt1pHVRCssPznqE4nUBq5qpnqQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Not Available|BUTAJIRA|GURAGE|GURAGE|Not Available|1000-10000|1000.00YR12000|2|3|7/26/2019|USSD|3/15/2024|INACTIVE|1|1562.46416666667|4.08333333333333|0.166666666666667|0.416666666666667|5/18/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6JkxY-_M-cNjQyf4pkNNcnTWr08AVXHh0XYrdF89xvSjJkVGW-NOlMk8-5cmHdgDzJpIzfgCfJnIyB8aCWLVukdQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|TIGRAY|AKAKI KALITY|ADDIS ABABA|PRIVATE|1000-10000|NOTAVALIABLEYR0 |1|1|9/6/2022|USSD|7/31/2023|ACTIVE|1|194026.710833333|5.5|0.25|0.25|11/2/2024
DESSIE DISTRICT|gAAAAABnTu6Jq4VfVWCGfPBTGI4ICREa9DgxdiiA5-0Ixe5IeSUJQS1T_KC6MEGiiTpFgNfKtdiXA49pw-mizYf2w1H8Tpa0cg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|MEKANESELAM|S0UTH WOLLO|MEKANE SELAM|FINDER||NOT AVALIABLE|1|1|11/18/2020|USSD|6/20/2024|ACTIVE|1|11831.48|1.33333333333333|0.583333333333333|1.5|11/16/2024
WEST ADDIS DISTRICT|gAAAAABnTu6JTzpWcX3jEKt43uDko6MqL7DqMeVs00RyfOw85koZgtLxaOUxPRlnYg8-vojW9wnRlN8VTBMLjsC3AS4lkGnsSA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|SANKURA|SILTIE|ALEMGEBAYA|SELF EMPLOYED||NOTAVALIABLEYR0 |1|2|2/16/2022|USSD|4/3/2024|ACTIVE|1|10263.9766666667|1.75|0.166666666666667|0.25|11/19/2024
EAST ADDIS DISTRICT|gAAAAABnTu6Jzba5CyuII_CPNeW3ulEhfRgW00NbtAN53l5wpm4So4n-DNADTMFxocCCRCknU4sYVF3VNsbh9p1Rt_C8Y_l0dw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|AA|BOLE|AA|PRIVATE||6000.00|2|2|5/11/2024|USSD|5/29/2024|ACTIVE|1|28.5666666666667|2.41666666666667|0.916666666666667|0.25|11/4/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JxdVvLekHXXXV5LMzdC0z3Z-nYrlVCZyyDEtibXLX5ndEb22LmI-U71xiY9LRPVlGOS8bu7Zx2nB0DFc37-DSbA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|>= 12|ARSI|YEKA|ADDIS ABABA|PRIVATE|1000-10000|4000YR48000 |1|1|10/5/2020|USSD|1/8/2024|INACTIVE|1|8271.67583333333|0.666666666666667|0.833333333333333|0.166666666666667|11/21/2024
JIMMA DISTRICT|gAAAAABnTu6JATGFC3pwYEA8BVhiitU-5QYGryUojwH9LYwvFvS6wCy_90T3DQpcyrtRcaD3IpuMuaqdWnHWJWO5KS060Diseg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>=12|SEKA|JIMMA|JIMMA|MERCHANT|1000-10000|NOTAVALIABLEYR0|1|1|11/6/2023|USSD|12/19/2023|ACTIVE|1|321.183333333333|7.58333333333333|0.0833333333333333|1.16666666666667|9/20/2024
DESSIE DISTRICT|gAAAAABnTu6J_KVoDQ5Me3RwPvZxqa5y-kSqKgiaUB5GHPw7FsnJnVJ204l7IHlQEB7Ws0gN0loUltr3eADJ0U_9C_lzhB0GXA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|SHEWAROBIT|N/SHEWA|SHEWAROBIT|DRIVING|1000-10000|2500YR30000 |1|2|3/21/2022|USSD|6/20/2023|ACTIVE|1|73458.8866666667|1.0|1.25|1.16666666666667|11/21/2024
DESSIE DISTRICT|gAAAAABnTu6JII0V5QXd-zkQCF6_8F93vU71BwOx4ztHCo1G1rOTDqlFrlWDnTHSsKrWm9tMAG4ey71bO8xp4h2FEC9oVNFGWQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|MEKET|N/WOLLO|MEKET|STUDENT||NOT AVALIABLE|1|2|12/8/2020|USSD|8/5/2023|ACTIVE|1|16.1333333333333|2.83333333333333|0.166666666666667|0.0833333333333333|11/22/2024
WEST ADDIS DISTRICT|gAAAAABnTu6J9BOqUJntfU0ZK5CbX3tOHjYBhV3GivoUj_VtfxG5eqx3O5LDEtjVTYIT8l0FVUbiDGnwvpzklNlDSrFq3OkkXg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|HACHAWER|SW SHOA ZONE|SEDEN SODO WEREDA|SELF EMPLOYED|1000-10000|2000YR24000 |2|4|8/2/2019|USSD|6/20/2024|ACTIVE|1|33200.0325|4.66666666666667|0.75|4.75|11/19/2024
BAHIRDAR DISTRICT|gAAAAABnTu6J3XUqaugokEoYUOxpd6OGWd7BZQdmOB8kf3MwMFF_pKQikpD8Wkpq1noSo4apREbNoMDTry2UdZ2JpTt3I5vYvg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|SHENDI|W/GOJJAM|SHENDI|Private||NOTAVALIABLEYR0|1|1|2/28/2020|USSD|8/2/2023|INACTIVE|1|8951.565|0.0833333333333333|2.16666666666667|3.16666666666667|11/15/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6Jw3q1pRdD_zcuNN6HkmSf6_hoQM-fhfRACD9MIQ-sH_VBum64mHFjHx0u4YvKQObHmjYk4VrbPE7BMaCkaHPGag==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|AA|A/K|AA|COFFEE MAKER|1000-10000|1000YR12000|1|1|8/17/2020|USSD|10/7/2020|INACTIVE|0|52.6916666666667||||8/17/2020
ADAMA DISTRICT|gAAAAABnTu6JnglJw-gueLCQrC4dL-VUgxZG2U9tCG6O4qKgj_uuNYo71TV0LgHfnyNQ919f2anbN1ulPnxObIG9pUofMeTyIQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|ADAMA|EAST SHEWA|ADAMA|PRIVATE||NOTAVALIABLEYR0|1|1|5/2/2023|USSD|4/5/2024|ACTIVE|1|1654.75|2.41666666666667|0.25|2.5|11/20/2024
EAST ADDIS DISTRICT|gAAAAABnTu6Jfra9lTn3av3XGGulp4DzKjxlAAaXne8KdAG6K29zBuPGT1qE96f9eDejVKYvIzNxujTjCLfE6aeZ8p09OBdS8Q==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|>= 12|AA|BOLE|AA|SELF EMPLOYEED||5000.00YR60000|2|4|5/11/2018|USSD|1/25/2024|ACTIVE|1|27764.6766666667|31.1666666666667|3.33333333333333|3.0|11/20/2024
BAHIRDAR DISTRICT|gAAAAABnTu6J326Z2rqmfLpcCkOLcM4U7pIGyLaAc1YpOqitkHhMJsNPZi4ssgI5JUYWDtEzoPYDg2RNaqnkAMXJw2urwA9jYQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Not Available|CHAGNI|AWI|BAHIRDAR|Not Available||1000YR12000 |1|1|5/17/2021|USSD|8/14/2023|ACTIVE|1|2028.16666666667|9.08333333333333|0.166666666666667|0.333333333333333|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JxtkJ19e0xck2jGBqk7HKvYZxFRG-XYlahrrWGsOtkrn00QO-sP4-AzWJa_ReOk4Z84alA1LivsPac4dT39216w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Degree|BURE|N/SHOA|D/BIRHAN|HIRED|1000-10000|10000.00YR120000|1|2|8/30/2021|USSD|11/13/2023|ACTIVE|1|203034.028333333|10.1666666666667|0.416666666666667|2.08333333333333|11/21/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JyrajJI4bXJAQHlaYK2-mjNFJDAF7_XFfJ5dMk3kcVRYR7pfgRNUi6wHdkbYHnP4B-36t2Zu0BC2KxMOp2c3kvQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|OROMIA|WEST GONDAR|BAHR DAR|Government|1000-10000|7000.00YR84000|1|1|5/4/2024|USSD|7/8/2024|ACTIVE|1|852.3225|0.583333333333333|0.333333333333333|0.0833333333333333|10/11/2024
BAHIRDAR DISTRICT|gAAAAABnTu6Jb3kD6rQURyHILOD5kzve-7ltgdIcrO8ZkVrBgJ3w1AaIc6BhbyxNNVKEudBXhPm1PDCt66x9j7vZzQcfbt0few==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|GONDAR|GONDAR|GONDAR|PRVAT||NOTAVALIABLEYR0|1|1|8/30/2017|USSD|9/14/2023|ACTIVE|1|20014.1633333333|21.6666666666667|5.08333333333333|1.25|11/18/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JHSawFf-pX_CNssgxNGDTvH8oQulp8iS7XFuv9xYJ0K1c-nB1kb2VQrsxMPxzBvxxNXXIrNh8rzZ4viA1AlsKbg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|INJBARA 02|AWI|INJBARA|Not Available||NOTAVALIABLE YR 0|2|2|5/6/2022|USSD|1/23/2024|ACTIVE|1|453.59|9.33333333333333|0.416666666666667|0.0833333333333333|11/11/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6Jk5fpRCqy5J7UuxUkHiAbSMCby1Hzn_1VcCbYl3UJMBmMcdrKqpJufbnZwL2FSpQ3sEu-AaFg9hV55QFfqC4Clg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|AA|NSL|AA|SELF EMPLOYEED|1000-10000|NOTAVALIABLEYR0 |3|3|3/30/2021|USSD|7/9/2024|ACTIVE|1|6935.40166666667|9.58333333333333|0.25|0.25|11/19/2024
WEST ADDIS DISTRICT|gAAAAABnTu6J6__eVuuDKkrdu5e4PXnnJ8G2h0xCjrIW8P0e96E8RPCAfAUwvqgjobx7S9Ft3X5V994knFFiXUZgrtpf0SQz0A==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|WOLKITE|SEBET|SEBETA|SELF||3000.00YR36000|2|3|7/17/2023|USSD|7/17/2023|ACTIVE|1|38115.3508333333|17.5|4.25|0.916666666666667|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6Jv3FrDUKvxSKNdtTJACQyWU_heSxuU-QItXjYoH-xhr2xgpgiDpcJpoqAPVWBcuwjb2PzEx1B5hh8mEORMy4m_g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|>= 12|AA|AA|AA|NOTAVAILABLE||NOTAVALIABLE YR 0|2|3|10/19/2020|USSD|12/21/2023|ACTIVE|1|6780.64333333333|24.3333333333333|0.583333333333333|0.833333333333333|11/20/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6JfqEQ6wMIPXWZYkoP2UfPJLlWkmxjCUIiwZAzC1t25wtGZXzAenvoXHCN6U6qOUCDEXn5AhhozueXlZue5XvgSA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|AA|NSL|AA|PRIVAT|1000-10000|NOTAVALIABLEYR0 |2|4|3/19/2020|USSD|5/24/2024|INACTIVE|1|292872.016666667|1.91666666666667|2.08333333333333|2.41666666666667|11/20/2024
HAWASA DISTRICT|gAAAAABnTu6JZbYibIxyOLoKMBdv6xgc0H2wDVCjqS-VKwawlVrtIR2Pe-mLxVtB24oVaJUEWWOg7rQtFcTWuulnCj8BHzZK4g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|BEZENA BENARA|KEMBATA TEMBARO|DURAME|SELF EMPLOYED||NOTAVALIABLE YR 0|1|1|8/3/2021|USSD|4/13/2024|ACTIVE|1|2814.89333333333|0.916666666666667|1.16666666666667|0.833333333333333|11/19/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JAviGuvFBJ8Mt5cUuRfBoGp8qAfWwwCj5DSkQLiLC8J0i3J6RTyv_AhE133ovh9VIlqZRlY_JiVcJ84tsRaTHaA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|GISHABAY|INJEBARA|INJIBARA|Private||NOTAVALIABLEYR0|1|1|7/10/2023|USSD|10/18/2023|ACTIVE|1|2451.97333333333|2.08333333333333|0.75|0.916666666666667|11/20/2024
EAST ADDIS DISTRICT|gAAAAABnTu6J1lneLb-dWSYUzeliAAygtfK8sgeoTlnJrhgaovbwPhautjEnuGGqscvw_OprSjKQbyDyLtitFZKDaBj77L7BEg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|WELEGA|W/WELEGA|OROMIYA|GOVERMENT|1000-10000|6500YR78000|2|2|12/28/2019|USSD|9/29/2023|INACTIVE|1|2719.98916666667|2.16666666666667|0.583333333333333|0.0833333333333333|8/29/2024
DIRE DEWA DISTRICT|gAAAAABnTu6JzdGIbLW2gX49m7JWAAYHZdv5LGsg1nQXBcdSd8pkcqRT4Y8muzS4wynSdF-bgms0qE2nZUi93qCz4dQg3ZzS0w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|ET|E/H|CHELENKO|TRADER||NOTAVALIABLEYR0 |1|1|10/29/2022|USSD|9/6/2023|INACTIVE|1|1002.75|7.0|1.0|1.5|11/18/2024
BAHIRDAR DISTRICT|gAAAAABnTu6J_LPn2jLuiq946Gw4TM_07eQHnT9laaR24YIOupAEfAsIFom9Wt28uUP0vzs-hlco29_4ElbUpH812q2rp7hBVg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|WERETA|SOUTH GONDER|BAHIR DAR|STUDENT||1000YR12000 |1|1|10/3/2020|USSD|10/6/2020|INACTIVE|1|723.485|2.75|0.416666666666667|0.166666666666667|11/15/2024
HAWASA DISTRICT|gAAAAABnTu6J4ScfpRT7D5o1MvrdYjim2pPyfEcqZHhg3oRufaF5teE_X572uArRY5yW-3ZoL-TTzdRK_nkyw_6S-6I2YMadOA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Degree|OROMIA|W/GUJII|BULE HORA|PIRAVET|20001-30000|20000YR240000|5|6|10/27/2012|USSD|9/23/2014|INACTIVE|0|3586590.3825|16.4166666666667|0.75|10.0|8/9/2024
DESSIE DISTRICT|gAAAAABnTu6JqbXmmsPJcD8PQO_AIAhqBNnEN9rX8WbHfFXhdYa7cbRRJj16a4pVWxuLlSQI1er-VtypTfPOpOqg5KduMsk2uA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|DEJEN|B/DAR|B/DAR|SELF EMPLOYEED||15000.00YR180000|1|1|7/27/2024|USSD|8/2/2024|ACTIVE|1||1.25|0.0833333333333333|0.25|9/14/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6J_HWmgYeq5fdJjBPuKjZH6cLghLwY6NLNUUqzVc1JHPjJ2MmehmVPuI1lv8Ow9363fzaXcRdcsqf2jSd5o_zRMA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|AFAR|ASIYATA|SAMARA|PRIVATE||4000.00YR48000|1|1|8/3/2024|USSD|10/3/2024|ACTIVE|1||3.25|0.0833333333333333|1.41666666666667|11/11/2024
WEST ADDIS DISTRICT|gAAAAABnTu6Jz2p7SPpumzdbsk8z8sxQLLgw0w0ZsrkS3xQ2I4qt-MKGFsGggolg38DBWvWxqF1T755z9x3Yd1Jxo_sTTEwS1w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|SNNP|GURAGE|GURAGE|Private||NOTAVALIABLEYR0|2|4|7/25/2023|USSD|9/7/2024|ACTIVE|1|68.75|3.25|0.25|0.166666666666667|11/20/2024
WEST ADDIS DISTRICT|gAAAAABnTu6JY_zhMVOcWnQoK50wqQLIsixZSpO96c3BBbHpKj8j9k2ZGvHyB80Fcy5Q8-VscSFV5Jf4oLON2HmDh6jGf9ga_Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|>= 12|WOLKITE|GURAGE|WOLKITE|SELF||NOTAVALIABLEYR0|1|1|9/3/2021|USSD|12/27/2023|INACTIVE|1|22179.6141666667|9.91666666666667|1.5|0.583333333333333|11/21/2024
WEST ADDIS DISTRICT|gAAAAABnTu6JeNl47_F55uCZ2aNfuDv3nt-GzPKLTfIVeRHDwLzF31q1BtfQYSwqSWy784oc_TR0dhYkMIYUPkzXmmh6pyN1gQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|A.A|KIRKOS|A.A|PRIVATE||NOTAVALIABLEYR0|1|2|5/14/2018|USSD|10/19/2023|INACTIVE|1|521.520833333333|6.25|0.0833333333333333|0.333333333333333|11/16/2024
JIMMA DISTRICT|gAAAAABnTu6J7auEsDMod_j73CFcWvoh5u2qcyXW6GvPR-Lqne3lwzzB-02bwaSPzeKqw2dnOQN7jpo1xa2eJNEiME9OwYqQ0Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Degree|GORE|LEMIKURA|AA|PRIVATE|1000-10000|7000.00YR84000|1|2|12/29/2021|USSD|2/29/2024|INACTIVE|1|3452.5025|0.916666666666667|0.0833333333333333|0.166666666666667|4/11/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JT8e-ENlyFOlVewjHB9NxFlvIkG6v8y65l665YMjv9L4UYW2LWalT0fThceZEtGk8p943mw2vx_nbtj07f4UvKw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|AA|NSL|AA|PRIVATE||5000.00YR60000|1|2|3/19/2020|USSD|12/19/2023|ACTIVE|1|144200.016666667|1.33333333333333|0.25|0.666666666666667|10/23/2024
HAWASA DISTRICT|gAAAAABnTu6J34N0WXpNpJBJMecPSAHOGvd7Hl-ZAt9Ap8EeYayzMzJi84ecMFO-Eq8pRe8TuwdFgCbKLnJYeqIDKz_JTXNQ3w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>=12|DEBUB OMO|DEBUB OMO|SELEMAGO|PRIVATE|1000-10000|4500.00YR54000|1|1|4/1/2024|USSD|6/27/2024|INACTIVE|0|7593.16416666667|0.0833333333333333|0.0833333333333333|0.5|9/2/2024
DESSIE DISTRICT|gAAAAABnTu6J9Lb3Bm9Y0zO2l2rd9SDb-gBQOMdBQ7v2FvOy90MUNk6Qg3CWJ9uJ41wi7w61d8YE6Y0BkUnoN93-xP7po5-0PA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|DESSIE|DESSIE|S/WOLLO|Private|1000-10000|5000YR60000 |2|2|3/4/2023|USSD|11/21/2023|ACTIVE|1|5915.49833333333|27.75|0.0833333333333333|0.0833333333333333|11/16/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JMH0Y4p0wlEcSXRGtZlzEDt5lFmwb1eUV0wwPzpDMyjX7QXxuYQpposR8rF4Teuck2nRL48EcxUKvPGG0xMmhPQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|AZENA|AWI|AZENA|Not Available||NOTAVALIABLEYR0 |1|1|11/3/2020|USSD|5/9/2024|ACTIVE|1|633.5125|1.75|1.08333333333333|0.833333333333333|11/16/2024
EAST ADDIS DISTRICT|gAAAAABnTu6Jn0j99m6R8Q9_ZYYDBflxkqPL2Gv6UMWTFfpuH5tYU70mT8z9nTlKVvQBkcXSXxKOzfq-O6kGG11sLtyzZrjsNg==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|GURAGE|GURAGE|GURAGE|PRIVATE||NOTAVALIABLEYR0 |1|3|2/1/2022|USSD|12/21/2023|INACTIVE|1|1965.74916666667|0.416666666666667|0.166666666666667|0.5|7/24/2024
BAHIRDAR DISTRICT|gAAAAABnTu6JGP18ncl_6Hppg3z_6PjVeZdFzrG5c0DFj7xf4bmY6RfoQyK_NRD7i25oC-welEz9NLrTJSoeLGyN_ViVeFnweQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|Degree|GONDAR|MARAKI|GONDAR|Private||NOTAVALIABLEYR0|1|1|12/21/2023|USSD|4/16/2024|ACTIVE|1|25914.91|2.83333333333333|0.166666666666667|1.5|11/19/2024
WEST ADDIS DISTRICT|gAAAAABnTu6JSEEkHG_dngaFSKH5kuT4o33yBRf4Pp7VQlRJhClSyxKdM4D0_6NME-J4N3P_O86IW5HbKkCuT5TCR-HxO-wkPA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|AA|ADDIS KETEMA|AA|OTHERS|1000-10000|2000.00YR24000|2|3|4/19/2023|USSD|4/3/2024|INACTIVE|1|20323.4216666667|7.5|0.583333333333333|0.0833333333333333|11/21/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6J9EZxAk6pV1KOnaahfGg_z0fK6LJQlIX9zvHRdrfbZriFIAfWeoBP2L_atw-PmcmkaE_WR-feuBQatDzJvN7ifw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|ADDIS ABABA|KIRKOS|ADDIS ABABA|EMPLOYED|1000-10000|NOTAVALIABLE YR 0|2|2|10/23/2020|USSD|8/29/2024|ACTIVE|1|2951.25|3.5|0.166666666666667|2.91666666666667|11/19/2024
DESSIE DISTRICT|gAAAAABnTu6J-R3FVrzijFfQMQv8CZKq3uPEWaIpnKfiCLboNTAJcIHcAeSGcXlq8zFfm_EESXdTS0tsKbFELfybEHNudD8Trg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|WOREILU 01|SOUTH WOLLO|WOREILU|FINDER|1000-10000|NOTAVALIABLEYR0|1|1|12/8/2023|USSD|12/8/2023|INACTIVE|1|80.66|2.58333333333333|1.25|0.416666666666667|10/22/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JylXysSbWbsuUsZu_VzTW-IKNr1Fn-UWfBTJa6Ni6WGZ_Uxhi0notdUeZpTziaWsQkkVnt6fV74_5yqM90JrChA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|TUKA ABDELLA|N/SHOA|SHENO|PRIVATE||NOTAVALIABLE YR 0|1|1|11/3/2020|USSD|4/9/2024|INACTIVE|0|49.2933333333333|0.0833333333333333|0.416666666666667|1.5|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6JHjejaQORFSG0TGwz6bvXR5kg8UHFYi1LM6QSxWJfrHXO7N8Q2KmsiY18xVRQgK0R7Yowusl_iGj-V5x9M8-Ssw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|AA|BOLE|AA|PRIVATE|1000-10000|NOTAVALIABLE YR 0|2|3|2/16/2018|USSD|7/25/2023|INACTIVE|1|1890.93|10.5833333333333|0.333333333333333|0.583333333333333|11/20/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6JE90qbL5B_z6adXUn0L91ES7viCCeCTiRcjx6d7h4O046UMNfxzQDZYtKGDdGzPA8cjfO38b_63lBOFp3NkdWZg==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|AA|NSL|AA|SELF-EMOPLOYEDS||NOTAVALIABLEYR0 |3|4|12/30/2021|USSD|12/18/2023|ACTIVE|1|35764.7775|3.83333333333333|1.08333333333333|1.0|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6J1QZmXTLvtNtkM9xN2DAxI6tzho-CfkDHOyWlCxoDGCce6Vx-uD8zjA0CH488rD9-d3TtxO2Q2K7Rb2CH0UdF0w==|INDIVIDUAL|INDIVIDUAL|MALE|ER|SINGLE|Illiterate|ERITRIA|BOLE|AA|PVT||NOTAVALIABLEYR0|1|1|4/19/2023|USSD|4/16/2024|ACTIVE|1|153595.729166667|10.4166666666667|0.166666666666667|3.0|11/20/2024
